,Comentarios,Depresivo,TweetPre,Idioma
931,la ansiedad me está consumiendo la vida,1,ansiedad consumiendo vida,es
943,"@MaoHolidayUK @LeonardojSierra Jajaja no q le daba ansiedad los exámenes, se desconcentraba y se le olvidaba todo??? Nadie lo va contratar por lástima, ya si superó esos miedo y complejos pues felicitaciones! 👌🏼",1,q daba ansiedad examenes desconcentraba olvidaba nadie va contratar lastima si supero miedo complejos pues felicitaciones,es
946,como putas hay gente que romantiza la ansiedad??? no tiene nada de chiva no poder estar 2 minutos sola sin volverme loca con mis propios pensamientos,1,putas gente romantiza ansiedad chiva poder minutos sola volverme loca propios pensamientos,es
948,comerte los dedos por la ansiedad es lo peor que te puede pasar,1,comerte dedos ansiedad peor puede pasar,es
953,El futuro prende mi ansiedad,1,futuro prende ansiedad,es
955,"@jmacius1984 @DCognitivos Pues imagínate a ellos 😑😑 ataques de ansiedad y 10 años luchando en los tribunales 🤝 probar su inocencia, además de del pastón gastado en abogados 🤷🏻‍♀️",1,pues imaginate ataques ansiedad ano luchando tribunales probar inocencia ademas paston gastado abogados,es
958,La ansiedad me va a dejar pelada,1,ansiedad va dejar pelada,es
959,"@Ypl32 Hola !!! Buen jueves..!!
Recién ahora estoy saliendo de la depresión q me produjo la noticia de q se iba...🙁😱",1,hola buen jueves recien ahora saliendo depresion q produjo noticia q iba,es
961,"Yo: *no bebo café entre semana por si me da insomnio/ansiedad*
mi compañera: son la 1 y llevo cuatro cafés hoy ahora voy a por el quinto",1,bebo cafe semana si da insomnio ansiedad companera llevo cuatro cafe hoy ahora voy quinto,es
971,"Una depresión cargo 😔😔😔
por qué se fue todo ala mierda ?
Si veníamos tan bien loco 🤦🏻‍♀️💔",1,depresion cargo ala mierda si veniamos tan bien loco,es
975,"🤔🤔Una 'playlist' de música, una pastilla alucinante y tres meses sin síntomas, así es la nueva terapia contra la depresión https://t.co/253qKJlBsb vía @ABC_Sociedad",1,playlist musica pastilla alucinante tres me sintomas asi nueva terapia depresion via,es
977,"Tremendo ataque de ansiedad me ha dado en clase, a ridícula no me gana nadie :)",1,tremendo ataque ansiedad dado clase ridicula gana nadie,es
978,"@protestona1 @elmundoes Verás en Mayo, tu depresión va a ser legendaria🤣🤣🤣🤣🤣",1,veras mayo depresion va ser legendaria,es
992,"@uruguaynoma12 @Nacional @PumaRodriguez04 @Uruguay Ojalá, me gana la ansiedad",1,ojala gana ansiedad,es
994,dios mío todo depende de esta tarde y la ansiedad que cargo es abusa,1,dios mio depende tarde ansiedad cargo abusa,es
996,Odio cómo la ansiedad me da ganas de vomitar todo el tiempo.,1,odio ansiedad da ganas vomitar tiempo,es
998,@teffff17 @Verbena988 X2 jajaja ahora me veré en la penosa situación de ir a buscar que es el pistilo o mi ansiedad no me saca la duda de la cabeza 🥹,1,x ahora vere penosa situacion ir buscar pistilo ansiedad saca duda cabeza,es
999,"Ando tan ansiosa que me cuesta dormir, pero no veo la hora de salir de aquí y empezar una nueva vida, una nueva todo, con miedo pero pa lante.",1,ando tan ansiosa cuesta dormir veo hora salir aqui empezar nueva vida nueva miedo pa lante,es
1006,Aunque te diga que estoy bien tengo ansiedad,1,aunque diga bien ansiedad,es
1012,"Ayer tuve consulta y salí feliz, nerviosa, ansiosa, de todo🥴⏳😍",1,ayer consulta sali feliz nerviosa ansiosa,es
1017,"*Mi mamá se enferma de la gripe*
Mi ansiedad inmediatamente: Se va a morir🥺",1,mama enferma gripe ansiedad inmediatamente va morir,es
1024,necesito hablar con alguien tengo mucha ansiedad :( ya llame a todes pero mimiendo gaby fue la guerrera que me contestó,1,necesito hablar alguien mucha ansiedad llame todes mimiendo gaby guerrera contesto,es
1026,Me estaba tomando unas pastillas que eran para entrenar y me di cuenta que me generaba era tronco ansiedad,1,tomando unas pastillas entrenar di cuenta generaba tronco ansiedad,es
1028,Pude haber nacido con millones pero naci con ansiedad,1,pude haber nacido millones naci ansiedad,es
1033,"#CuerpoMenteEspiritu, la salud mental ese problema del siglo XXI es importante detectar las señales a tiempo y buscar la ayuda apropiada: ansiedad,insomnio, falta de concentración, encierro… https://t.co/zFYldbVvrI",1,cuerpomenteespiritu salud mental problema siglo xxi importante detectar senales tiempo buscar ayuda apropiada ansiedad insomnio falta concentracion encierro,es
1036,"pero y yo ahora por qué tengo ansiedad @ universo, que todo va bien",1,ahora ansiedad universo va bien,es
1041,Creo que perdí todo tipo de hype por yashahime. Ya no estoy ni ansiosa por el manga ni me importa que no haya una continuacion del anime. Ojalá cuando salga el capítulo del manga me vuelva pero ya ni se que pensar https://t.co/LJ6U91Z8AV,1,creo perdi tipo hype yashahime ansiosa manga importa continuacion anime ojala salga capitulo manga vuelva pensar,es
1044,"estoy en el curso y siento ansiedad, ya me quiero ir a mi casa 🤙🏻",1,curso siento ansiedad quiero ir casa,es
1056,Entro en crisis  de ansiedad  *procede hacer pan*  80 años tengo,1,entro crisis ansiedad procede hacer pan ano,es
1057,Hoy se come Fugazzeta rellena y noche de heladerías. Se cancela la depresión 🎉🎊,1,hoy come fugazzeta rellena noche heladerias cancela depresion,es
1060,@oliideolivia Jose tomas: el suicidio 😃😃😃😃 la depresión 😆😆😝😝,1,jose tomas suicidio depresion,es
1071,"Mis ataques de ansiedad se ven así

Yo por fuera     //     Yo por dentro https://t.co/yviSEoWZn4 https://t.co/eiVyBdSg20",1,ataques ansiedad ven asi dentro,es
1072,"Estúpido yo ?
Estúpida la gente que se corta las 
venas solo por depresión",1,estupido estupida gente corta vena solo depresion,es
1080,"""La vida sucede. No tiene sentido estar disgustada o deprimida por cosas que no puedes controlar ni cambiar"".",1,vida sucede disgustada deprimida cosas puedes controlar cambiar,es
1097,"No me saco de la cabeza ese día que te pusiste a llorar de lo mal que me veías, el día que me ayudaste cuando me agarro ese ataque de ansiedad tan fuerte. 
Eras lo único que tenía, la única persona que me comprendía.🦆🤍",1,saco cabeza dia pusiste llorar mal veias dia ayudaste agarro ataque ansiedad tan fuerte unico tenia unica persona comprendia,es
1098,Estoy más ansiosa yo que celeste 🤦🏻‍♀️,1,ma ansiosa celeste,es
1114,Que ansiedad de que sea mañana mk,1,ansiedad manana mk,es
1117,tengo las manos horribles de la ansiedad 😭😭😭,1,manos horribles ansiedad,es
1118,"@VenezuelaSaime no eh dormido de la ansiedad y la angustia como es posible que pague 2 tramites y aun no tenga asignación de cita nacional, les pido revisar mi caso, estimados quiero dar fe de que si responden a los usuarios",1,eh dormido ansiedad angustia posible pague tramites aun asignacion cita nacional pido revisar caso estimados quiero dar fe si responden usuarios,es
1122,"Si quieren ayudar a alguien con depresión, ansiedad o cualquier otra condición de salud mental, por favor, NO LE DIGAN que ponga de su parte...
Es tan ilógico como decirle a un hipertenso que ponga de su parte y baje su tensión sin tratamiento 🤡",1,si quieren ayudar alguien depresion ansiedad cualquier condicion salud mental favor digan ponga parte tan ilogico decirle hipertenso ponga parte baje tension tratamiento,es
1140,puta depresión ya déjame en paz,1,puta depresion dejame paz,es
1145,Hoy me esta costando horrores controlar mi ansiedad,1,hoy costando horrores controlar ansiedad,es
1151,volvemos a mi episodio favorito de depresión y tristeza,1,volvemos episodio favorito depresion tristeza,es
1157,"Perdon si no estado muy  activa , e tenido muchos problemas familiares y e tenido muchas cosas que hacer , estoy deprimida y no e tenido muchos animos de hacer contenido para ustedes 🥺❤️ intento mejorar y dejar de estar depre 🥹 espero me sigan queriendo 💟 LOS QUIERO 🥺",1,perdon si activa problemas familiares muchas cosas hacer deprimida animos hacer contenido ustedes intento mejorar dejar depre espero sigan queriendo quiero,es
1160,No he escuchado ninguna pero mi ansiedad me dice que lo haga,1,escuchado ninguna ansiedad dice haga,es
1162,Descubrí a alguien más ansioso que yo 🤣,1,descubri alguien ma ansioso,es
1183,@ydbg99 @Liiiisss07 Me da ansiedad cuando procastino alguno 🥹🥹,1,da ansiedad procastino alguno,es
1190,voy a entrar en depresión ctm que rabia,1,voy entrar depresion ctm rabia,es
1206,Este día me hunde en la depresión total,1,dia hunde depresion total,es
1207,"@kluivert15 @TimmyOToole10 @MuriqiVedat @RCD_Mallorca Ahí este chico del Valencia tiene razón.
Creo que pasó por algún tipo de depresión y eso no es ninguna broma",1,ahi chico valencia razon creo paso algun tipo depresion ninguna broma,es
1217,Que tu psicologa te pregunte que si te medicas o te has medicado por la depresion &lt;&lt;&lt;&lt;&lt;&lt;,1,psicologa pregunte si medicas medicado depresion lt lt lt lt lt lt,es
1222,"Estoy estresada tomándome medicación para no tener ansiedad, no me quiero imaginarme cómo estaría si no la tomase",1,estresada tomandome medicacion tener ansiedad quiero imaginarme estaria si tomase,es
1224,"@elprogramadear Una crisis de ansiedad es algo muy serio , Gk ¿NO? Pues claro q sii ##",1,crisis ansiedad serio gk pues claro q sii,es
1226,Levantarme con esta ansiedad es lo peor,1,levantarme ansiedad peor,es
1227,A qué punto hemos llegado para que exponer delante de un grupo de personas sea causante de ataques de ansiedad???,1,punto llegado exponer delante grupo persona causante ataques ansiedad,es
1228,Tremendo ataque de ansiedad m dio en clase,1,tremendo ataque ansiedad m dio clase,es
1244,@Scissorsally_ Creo que el motivo principal fue que no sabía qué hacer para estar un poco mejor y poder seguir con mi vida. No tenía depresión fue a causa de la ansiedad. Pero para mí fue por buscar una solución.,1,creo motivo principal sabia hacer mejor poder seguir vida tenia depresion causa ansiedad buscar solucion,es
1246,"@sorricilla La tricotilomanía es un tipo de TOC, ya lo sabrás. Normalmente responde  a estados de ansiedad o estrés que no puedes manejar de otra forma. Suelen mandar ISRS pero tú ya llevas alguno.",1,tricotilomania tipo toc sabra normalmente responde ansiedad estres puedes manejar forma suelen mandar isrs llevas alguno,es
1249,"Muerto xd, ya en la noche todos ya estaban simbrados por el alcohol comenzábamos ver el cielo, todos admiraban la bonita vista, pero yo me sentía como que ansioso a ver tantas estrellas y ver cómo algunas se desviaban de forma extraña, dirigiéndose a donde estábamos todos",1,muerto xd noche simbrados alcohol comenzabamos ver cielo admiraban bonita vista sentia ansioso ver tantas estrellas ver desviaban forma extrana dirigiendose estabamos,es
1252,Estoy muy apesadumbrado; al borde d la depresión. Saben xq? CAGGIANI ME BLOQUEÓ. No soporto mis comentarios. Parece q aquello de “EL FA TE ESCUCHA” es selectivo y discriminador. Parece q solo escuchan lo q les gusta escuchar. El psicólogo me dijo q el problema es suyo y no mío 😜,1,apesadumbrado borde d depresion saben xq caggiani bloqueo soporto comentarios parece q aquello fa escucha selectivo discriminador parece q solo escuchan q gusta escuchar psicologo dijo q problema mio,es
1259,"Anoche descubrí que no solo las situaciones de la vida real me producen ansiedad, lo que me pasa en los sueños también",1,anoche descubri solo situaciones vida real producen ansiedad pasa suenos tambien,es
1271,Q pija tener ansiedad loco😣,1,q pija tener ansiedad loco,es
1274,"@Scissorsally_ Yo tuve ansiedad diagnosticada. Y en esas estuve un mes muy de bajón, pero mucho. Acabe ese mes pensando que igual tenía depresión. Pero es que tenía cita con la psicóloga 1 vez al mes (a veces cada 2 meses) +",1,ansiedad diagnosticada me bajon acabe me pensando igual tenia depresion tenia cita psicologa vez me veces cada me,es
1279,ya no aguanto este dolor llamado la ansiedad y nervios se reflejan en mi digestión,1,aguanto dolor llamado ansiedad nervios reflejan digestion,es
1289,"Aceves solo quisiera que cualquier acto en el día no hiciera poner a tope mi ansiedad, no ocasionará que mi cabeza cree malos escenarios como los que crea, poder rescatar lo bueno, no despertarme en las madrugadas con el corazón a mil, pensando ¿Porque tengo que ser así?",1,aceves solo quisiera cualquier acto dia hiciera poner tope ansiedad ocasionara cabeza cree malos escenarios crea poder rescatar bueno despertarme madrugadas corazon mil pensando ser asi,es
1292,"@miiriiamsoler ... pero si es verdad que de alguna manera necesito reconducir esa ansiedad y gestionarla antes de llegar a ese punto.
(También estoy ahí un poco con una psicóloga viendo este tema",1,si verdad alguna manera necesito reconducir ansiedad gestionarla llegar punto tambien ahi psicologa viendo tema,es
1300,"Despertarme y no poder volver a dormir, de la ansiedad que manejó es algo que no le deseo a nadie",1,despertarme poder volver dormir ansiedad manejo deseo nadie,es
1308,¿¿¿¿¿¿¿¿Como que tengo trastornos de ansiedad y  no es por que soy cáncer????????,1,trastornos ansiedad cancer,es
1314,"@miiriiamsoler A mi es que me pasa, llevo años que en momentos de mucha ansiedad, hay algo que toca a mí niña interior y brota ... Y me dan episodios de diarreas y vómitos hasta el punto de haber tenido que ir a urgencias porque he vomitado sangre. Ahora esto está más controlado...",1,pasa llevo ano momentos mucha ansiedad toca nina interior brota dan episodios diarreas vomitos punto haber ir urgencias vomitado sangre ahora ma controlado,es
1315,Ole y esta depresión que??????,1,ole depresion,es
