,Comentarios,Depresivo,TweetPre,Idioma
825,"me dio un ataque de ansiedad en el colegio, hace mucho no me pasaba y fue re feo, solo lloraba y no podia respirar, necesitaba sentirme libre pero me sentia encerrada como siempre",1,me dio un ataque de ansiedad en el colegio hace mucho no me pasaba y fue re feo solo lloraba y no podia respirar necesitaba sentirme libre pero me sentia encerrada como siempre,es
827,"@dani06al No existen palabras mágicas para curar o aliviar la depresión pero estar rodeada de cariño y afecto ayuda, por supuesto con terapia y tratamiento médico especializado. Un abrazo.",1,no existen palabras magicas para curar o aliviar la depresion pero estar rodeada de carino y afecto ayuda por supuesto con terapia y tratamiento medico especializado un abrazo,es
828,"Necesito un sustituto del café, que me despierte pero que no me de tales niveles de ansiedad y taquicardias",1,necesito un sustituto del cafe que me despierte pero que no me de tales niveles de ansiedad y taquicardias,es
834,"como le digo a mamá que no me puedo levantar de la cama sin que se moleste, ando tan deprimida y bajoneada, lo unico que quiero es dormir🙃",1,como le digo mama que no me puedo levantar de la cama sin que se moleste ando tan deprimida y bajoneada lo unico que quiero es dormir,es
852,me estoy mentalizando para el 3.3 porque seguramente no me saldrá itto y caeré en una depresión severa https://t.co/4vha0B9mDP,1,me estoy mentalizando para el porque seguramente no me saldra itto y caere en una depresion severa,es
856,"Por qué tendría que pasar por un cuadro de ansiedad si fui a divertirme?

🧠: Uhmm, no sé",1,por que tendria que pasar por un cuadro de ansiedad si fui divertirme uhmm no se,es
864,"la depresión no tiene edad, los ataques de pánico no son un show, la ansiedad no es una exageración, la baja autoestima no es un juego, la salud mental es tan importante como la física; empiecen a ser más empáticos y respetuosos con todos",1,la depresion no tiene edad los ataques de panico no son un show la ansiedad no es una exageracion la baja autoestima no es un juego la salud mental es tan importante como la fisica empiecen ser mas empaticos y respetuosos con todos,es
865,Estoy con tanta ansiedad y estrés que hoy me desperté teniendo arcadas jaksjd la estoy pasando re mal necesito estar operado y poder respirar tranquilo,1,estoy con tanta ansiedad y estres que hoy me desperte teniendo arcadas jaksjd la estoy pasando re mal necesito estar operado y poder respirar tranquilo,es
875,"No, no es normal que tu pareja, amiga, amigo, familiar te genere ansiedad",1,no no es normal que tu pareja amiga amigo familiar te genere ansiedad,es
880,La ansiedad me come cuando alguien me dice que sabe algo pero que no me lo quiere decir para que no me sienta mal o me duela :',1,la ansiedad me come cuando alguien me dice que sabe algo pero que no me lo quiere decir para que no me sienta mal o me duela,es
884,"Me dejaste todo 2021 SOLO pero me fui? Te engañe? Te ocupe de excusa para ver si otro era mejor?
El de hablar al día siguiente después de haberme cagado, no era avaricioso? Yo era el malo jjajajaja, crisis de ansiedad, ganas de morir, ganas de vomitar al verme, llantos durante",1,me dejaste todo solo pero me fui te engane te ocupe de excusa para ver si otro era mejor el de hablar al dia siguiente despues de haberme cagado no era avaricioso yo era el malo crisis de ansiedad ganas de morir ganas de vomitar al verme llantos durante,es
900,"me pone triste pensar que no estoy disfrutando el momento, en 5 años cuando piense en cuando tenía 18 no más y debía de estar disfrutando mi vida estaba más deprimida que nunca",1,me pone triste pensar que no estoy disfrutando el momento en anos cuando piense en cuando tenia no mas y debia de estar disfrutando mi vida estaba mas deprimida que nunca,es
902,JAJA les juro que jamás en vida había deseado tanto que fuera diciembre para que me dieran el aguinaldo. Y pongo JAJA pero la verdad ya me andan dando mis crisis de ansiedad 🙃 ser adulto no está chido.,1,les juro que jamas en vida habia deseado tanto que fuera diciembre para que me dieran el aguinaldo y pongo pero la verdad ya me andan dando mis crisis de ansiedad ser adulto no esta chido,es
903,La ansiedad que tengo pensando que podría ser hoy 🙄,1,la ansiedad que tengo pensando que podria ser hoy,es
905,la depresión me tiene con una pérdida de memoria increíble,1,la depresion me tiene con una perdida de memoria increible,es
911,@DessmonddSKRR No no con rutinas mejor cura la depresión y todo,1,no no con rutinas mejor cura la depresion y todo,es
915,mi ansiedad ahora mismo no me está ayudando en absoluto,1,mi ansiedad ahora mismo no me esta ayudando en absoluto,es
923,"Maldigo el día en él k me puse un cigarro en la boca.
Atte. La ansiedad",1,maldigo el dia en el k me puse un cigarro en la boca atte la ansiedad,es
924,"Hacer un grupo y salir, para que ellas organicen me mata la ansiedad 😢",1,hacer un grupo y salir para que ellas organicen me mata la ansiedad,es
931,la ansiedad me está consumiendo la vida,1,la ansiedad me esta consumiendo la vida,es
943,"@MaoHolidayUK @LeonardojSierra Jajaja no q le daba ansiedad los exámenes, se desconcentraba y se le olvidaba todo??? Nadie lo va contratar por lástima, ya si superó esos miedo y complejos pues felicitaciones! 👌🏼",1,no q le daba ansiedad los examenes se desconcentraba y se le olvidaba todo nadie lo va contratar por lastima ya si supero esos miedo y complejos pues felicitaciones,es
946,como putas hay gente que romantiza la ansiedad??? no tiene nada de chiva no poder estar 2 minutos sola sin volverme loca con mis propios pensamientos,1,como putas hay gente que romantiza la ansiedad no tiene nada de chiva no poder estar minutos sola sin volverme loca con mis propios pensamientos,es
948,comerte los dedos por la ansiedad es lo peor que te puede pasar,1,comerte los dedos por la ansiedad es lo peor que te puede pasar,es
953,El futuro prende mi ansiedad,1,el futuro prende mi ansiedad,es
955,"@jmacius1984 @DCognitivos Pues imagínate a ellos 😑😑 ataques de ansiedad y 10 años luchando en los tribunales 🤝 probar su inocencia, además de del pastón gastado en abogados 🤷🏻‍♀️",1,pues imaginate ellos ataques de ansiedad y anos luchando en los tribunales probar su inocencia ademas de del paston gastado en abogados,es
958,La ansiedad me va a dejar pelada,1,la ansiedad me va dejar pelada,es
959,"@Ypl32 Hola !!! Buen jueves..!!
Recién ahora estoy saliendo de la depresión q me produjo la noticia de q se iba...🙁😱",1,hola buen jueves recien ahora estoy saliendo de la depresion q me produjo la noticia de q se iba,es
961,"Yo: *no bebo café entre semana por si me da insomnio/ansiedad*
mi compañera: son la 1 y llevo cuatro cafés hoy ahora voy a por el quinto",1,yo no bebo cafe entre semana por si me da insomnio ansiedad mi companera son la y llevo cuatro cafes hoy ahora voy por el quinto,es
971,"Una depresión cargo 😔😔😔
por qué se fue todo ala mierda ?
Si veníamos tan bien loco 🤦🏻‍♀️💔",1,una depresion cargo por que se fue todo ala mierda si veniamos tan bien loco,es
975,"🤔🤔Una 'playlist' de música, una pastilla alucinante y tres meses sin síntomas, así es la nueva terapia contra la depresión https://t.co/253qKJlBsb vía @ABC_Sociedad",1,una playlist de musica una pastilla alucinante y tres meses sin sintomas asi es la nueva terapia contra la depresion via,es
977,"Tremendo ataque de ansiedad me ha dado en clase, a ridícula no me gana nadie :)",1,tremendo ataque de ansiedad me ha dado en clase ridicula no me gana nadie,es
978,"@protestona1 @elmundoes Verás en Mayo, tu depresión va a ser legendaria🤣🤣🤣🤣🤣",1,veras en mayo tu depresion va ser legendaria,es
992,"@uruguaynoma12 @Nacional @PumaRodriguez04 @Uruguay Ojalá, me gana la ansiedad",1,ojala me gana la ansiedad,es
994,dios mío todo depende de esta tarde y la ansiedad que cargo es abusa,1,dios mio todo depende de esta tarde y la ansiedad que cargo es abusa,es
996,Odio cómo la ansiedad me da ganas de vomitar todo el tiempo.,1,odio como la ansiedad me da ganas de vomitar todo el tiempo,es
998,@teffff17 @Verbena988 X2 jajaja ahora me veré en la penosa situación de ir a buscar que es el pistilo o mi ansiedad no me saca la duda de la cabeza 🥹,1,x ahora me vere en la penosa situacion de ir buscar que es el pistilo o mi ansiedad no me saca la duda de la cabeza,es
999,"Ando tan ansiosa que me cuesta dormir, pero no veo la hora de salir de aquí y empezar una nueva vida, una nueva todo, con miedo pero pa lante.",1,ando tan ansiosa que me cuesta dormir pero no veo la hora de salir de aqui y empezar una nueva vida una nueva todo con miedo pero pa lante,es
1006,Aunque te diga que estoy bien tengo ansiedad,1,aunque te diga que estoy bien tengo ansiedad,es
1012,"Ayer tuve consulta y salí feliz, nerviosa, ansiosa, de todo🥴⏳😍",1,ayer tuve consulta y sali feliz nerviosa ansiosa de todo,es
1017,"*Mi mamá se enferma de la gripe*
Mi ansiedad inmediatamente: Se va a morir🥺",1,mi mama se enferma de la gripe mi ansiedad inmediatamente se va morir,es
1024,necesito hablar con alguien tengo mucha ansiedad :( ya llame a todes pero mimiendo gaby fue la guerrera que me contestó,1,necesito hablar con alguien tengo mucha ansiedad ya llame todes pero mimiendo gaby fue la guerrera que me contesto,es
1026,Me estaba tomando unas pastillas que eran para entrenar y me di cuenta que me generaba era tronco ansiedad,1,me estaba tomando unas pastillas que eran para entrenar y me di cuenta que me generaba era tronco ansiedad,es
1028,Pude haber nacido con millones pero naci con ansiedad,1,pude haber nacido con millones pero naci con ansiedad,es
1033,"#CuerpoMenteEspiritu, la salud mental ese problema del siglo XXI es importante detectar las señales a tiempo y buscar la ayuda apropiada: ansiedad,insomnio, falta de concentración, encierro… https://t.co/zFYldbVvrI",1,cuerpomenteespiritu la salud mental ese problema del siglo xxi es importante detectar las senales tiempo y buscar la ayuda apropiada ansiedad insomnio falta de concentracion encierro,es
1036,"pero y yo ahora por qué tengo ansiedad @ universo, que todo va bien",1,pero y yo ahora por que tengo ansiedad universo que todo va bien,es
1041,Creo que perdí todo tipo de hype por yashahime. Ya no estoy ni ansiosa por el manga ni me importa que no haya una continuacion del anime. Ojalá cuando salga el capítulo del manga me vuelva pero ya ni se que pensar https://t.co/LJ6U91Z8AV,1,creo que perdi todo tipo de hype por yashahime ya no estoy ni ansiosa por el manga ni me importa que no haya una continuacion del anime ojala cuando salga el capitulo del manga me vuelva pero ya ni se que pensar,es
1044,"estoy en el curso y siento ansiedad, ya me quiero ir a mi casa 🤙🏻",1,estoy en el curso y siento ansiedad ya me quiero ir mi casa,es
1056,Entro en crisis  de ansiedad  *procede hacer pan*  80 años tengo,1,entro en crisis de ansiedad procede hacer pan anos tengo,es
1057,Hoy se come Fugazzeta rellena y noche de heladerías. Se cancela la depresión 🎉🎊,1,hoy se come fugazzeta rellena y noche de heladerias se cancela la depresion,es
1060,@oliideolivia Jose tomas: el suicidio 😃😃😃😃 la depresión 😆😆😝😝,1,jose tomas el suicidio la depresion,es
1071,"Mis ataques de ansiedad se ven así

Yo por fuera     //     Yo por dentro https://t.co/yviSEoWZn4 https://t.co/eiVyBdSg20",1,mis ataques de ansiedad se ven asi yo por fuera yo por dentro,es
1072,"Estúpido yo ?
Estúpida la gente que se corta las 
venas solo por depresión",1,estupido yo estupida la gente que se corta las venas solo por depresion,es
1080,"""La vida sucede. No tiene sentido estar disgustada o deprimida por cosas que no puedes controlar ni cambiar"".",1,la vida sucede no tiene sentido estar disgustada o deprimida por cosas que no puedes controlar ni cambiar,es
1097,"No me saco de la cabeza ese día que te pusiste a llorar de lo mal que me veías, el día que me ayudaste cuando me agarro ese ataque de ansiedad tan fuerte. 
Eras lo único que tenía, la única persona que me comprendía.🦆🤍",1,no me saco de la cabeza ese dia que te pusiste llorar de lo mal que me veias el dia que me ayudaste cuando me agarro ese ataque de ansiedad tan fuerte eras lo unico que tenia la unica persona que me comprendia,es
1098,Estoy más ansiosa yo que celeste 🤦🏻‍♀️,1,estoy mas ansiosa yo que celeste,es
1114,Que ansiedad de que sea mañana mk,1,que ansiedad de que sea manana mk,es
1117,tengo las manos horribles de la ansiedad 😭😭😭,1,tengo las manos horribles de la ansiedad,es
1118,"@VenezuelaSaime no eh dormido de la ansiedad y la angustia como es posible que pague 2 tramites y aun no tenga asignación de cita nacional, les pido revisar mi caso, estimados quiero dar fe de que si responden a los usuarios",1,no eh dormido de la ansiedad y la angustia como es posible que pague tramites y aun no tenga asignacion de cita nacional les pido revisar mi caso estimados quiero dar fe de que si responden los usuarios,es
1122,"Si quieren ayudar a alguien con depresión, ansiedad o cualquier otra condición de salud mental, por favor, NO LE DIGAN que ponga de su parte...
Es tan ilógico como decirle a un hipertenso que ponga de su parte y baje su tensión sin tratamiento 🤡",1,si quieren ayudar alguien con depresion ansiedad o cualquier otra condicion de salud mental por favor no le digan que ponga de su parte es tan ilogico como decirle un hipertenso que ponga de su parte y baje su tension sin tratamiento,es
